sale_id,date,product_id,customer_id,warehouse,quantity,revenue
SO002211,2025-01-19,P022,C034,Pune DC,169,543370.49
SO002212,2025-01-23,P022,C028,Bengaluru DC,308,990284.68
SO002213,2025-02-02,P022,C039,Chennai DC,347,1115677.87
SO002214,2025-02-04,P022,C024,Pune DC,368,1183197.28
SO002215,2025-02-14,P022,C038,Chennai DC,114,366533.94
SO002216,2025-02-15,P022,C020,Pune DC,134,430838.14
SO002217,2025-02-12,P022,C036,Pune DC,126,405116.46
SO002218,2025-02-21,P022,C013,Chennai DC,138,443698.98
SO002219,2025-02-22,P022,C007,Bengaluru DC,116,372964.36
SO002220,2025-02-20,P022,C040,Chennai DC,141,453344.61
SO002221,2025-02-28,P022,C015,Bengaluru DC,415,1334312.15
SO002222,2025-03-09,P022,C012,Bengaluru DC,407,1308590.47
SO002223,2025-03-16,P022,C016,Pune DC,415,1334312.15
SO002224,2025-03-23,P022,C007,Bengaluru DC,444,1427553.24
SO002225,2025-03-28,P022,C003,Pune DC,449,1443629.29
SO002226,2025-04-04,P022,C034,Pune DC,224,720207.04
SO002227,2025-04-02,P022,C010,Pune DC,178,572307.38
SO002228,2025-04-11,P022,C036,Pune DC,165,530509.65
SO002229,2025-04-08,P022,C013,Chennai DC,134,430838.14
SO002230,2025-04-09,P022,C034,Pune DC,141,453344.61
SO002231,2025-04-16,P022,C013,Chennai DC,146,469420.66
SO002232,2025-04-16,P022,C009,Bengaluru DC,156,501572.76
SO002233,2025-04-18,P022,C017,Pune DC,157,504787.97
SO002234,2025-04-27,P022,C020,Pune DC,238,765219.98
SO002235,2025-04-25,P022,C012,Bengaluru DC,225,723422.25
SO002236,2025-05-04,P022,C008,Bengaluru DC,141,453344.61
SO002237,2025-04-28,P022,C040,Chennai DC,130,417977.3
SO002238,2025-04-29,P022,C033,Pune DC,132,424407.72
SO002239,2025-05-05,P022,C003,Pune DC,220,707346.2
SO002240,2025-05-07,P022,C008,Bengaluru DC,204,655902.84
SO002241,2025-05-13,P022,C005,Chennai DC,135,434053.35
SO002242,2025-05-17,P022,C016,Pune DC,165,530509.65
SO002243,2025-05-18,P022,C039,Chennai DC,145,466205.45
SO002244,2025-05-20,P022,C034,Pune DC,399,1282868.79
SO002245,2025-05-31,P022,C009,Bengaluru DC,426,1369679.46
SO002246,2025-06-08,P022,C017,Pune DC,208,668763.68
SO002247,2025-06-03,P022,C021,Pune DC,175,562661.75
SO002248,2025-06-12,P022,C026,Chennai DC,135,434053.35
SO002249,2025-06-12,P022,C025,Pune DC,122,392255.62
SO002250,2025-06-10,P022,C024,Pune DC,136,437268.56
SO002251,2025-06-21,P022,C030,Pune DC,123,395470.83
SO002252,2025-06-18,P022,C032,Bengaluru DC,131,421192.51
SO002253,2025-06-21,P022,C028,Bengaluru DC,150,482281.5
SO002254,2025-06-26,P022,C027,Chennai DC,162,520864.02
SO002255,2025-06-26,P022,C026,Chennai DC,202,649472.42
SO002256,2025-07-05,P022,C013,Chennai DC,353,1134969.13
SO002257,2025-07-10,P022,C039,Chennai DC,333,1070664.93
SO002258,2025-07-19,P022,C026,Chennai DC,136,437268.56
SO002259,2025-07-16,P022,C038,Chennai DC,113,363318.73
SO002260,2025-07-19,P022,C007,Bengaluru DC,108,347242.68
SO002261,2025-07-24,P022,C002,Pune DC,182,585168.22
SO002262,2025-07-24,P022,C016,Pune DC,146,469420.66
SO002263,2025-08-01,P022,C003,Pune DC,151,485496.71
SO002264,2025-07-28,P022,C031,Pune DC,159,511218.39
SO002265,2025-08-04,P022,C028,Bengaluru DC,111,356888.31
SO002266,2025-08-09,P022,C034,Pune DC,114,366533.94
SO002267,2025-08-07,P022,C030,Pune DC,90,289368.9
SO002268,2025-08-16,P022,C029,Chennai DC,97,311875.37
SO002269,2025-08-16,P022,C032,Bengaluru DC,90,289368.9
SO002270,2025-08-13,P022,C007,Bengaluru DC,84,270077.64
SO002271,2025-08-24,P022,C022,Bengaluru DC,256,823093.76
SO002272,2025-08-28,P022,C021,Pune DC,96,308660.16
SO002273,2025-08-26,P022,C020,Pune DC,95,305444.95
SO002274,2025-08-28,P022,C040,Chennai DC,106,340812.26
SO002275,2025-09-04,P022,C023,Bengaluru DC,273,877752.33
SO002276,2025-09-10,P022,C023,Bengaluru DC,128,411546.88
SO002277,2025-09-14,P022,C020,Pune DC,126,405116.46
SO002278,2025-09-17,P022,C025,Pune DC,146,469420.66
SO002279,2025-09-19,P022,C017,Pune DC,130,417977.3
SO002280,2025-09-23,P022,C002,Pune DC,94,302229.74
SO002281,2025-09-26,P022,C009,Bengaluru DC,85,273292.85
SO002282,2025-09-28,P022,C002,Pune DC,70,225064.7
SO002283,2025-10-05,P022,C033,Pune DC,136,437268.56
SO002284,2025-10-01,P022,C030,Pune DC,126,405116.46
SO002285,2025-10-12,P022,C024,Pune DC,95,305444.95
SO002286,2025-10-06,P022,C020,Pune DC,83,266862.43
SO002287,2025-10-06,P022,C003,Pune DC,74,237925.54
SO002288,2025-10-18,P022,C011,Chennai DC,218,700915.78
SO002289,2025-10-20,P022,C002,Pune DC,144,462990.24
SO002290,2025-10-20,P022,C019,Chennai DC,142,456559.82
SO002291,2025-10-30,P022,C010,Pune DC,285,916334.85
SO002292,2025-11-03,P022,C023,Bengaluru DC,140,450129.4
SO002293,2025-11-06,P022,C031,Pune DC,128,411546.88
SO002294,2025-11-15,P022,C026,Chennai DC,256,823093.76
SO002295,2025-11-22,P022,C026,Chennai DC,302,970993.42
SO002296,2025-11-25,P022,C036,Pune DC,151,485496.71
SO002297,2025-11-30,P022,C036,Pune DC,151,485496.71
SO002298,2025-12-01,P022,C014,Bengaluru DC,138,443698.98
SO002299,2025-12-06,P022,C035,Pune DC,165,530509.65
SO002300,2025-12-10,P022,C037,Chennai DC,167,536940.07
SO002301,2025-12-08,P022,C002,Pune DC,187,601244.27
SO002302,2025-12-20,P022,C007,Bengaluru DC,175,562661.75
SO002303,2025-12-20,P022,C018,Pune DC,175,562661.75
SO002304,2025-12-22,P022,C018,Pune DC,327,1051373.67
SO002305,2026-01-03,P022,C017,Pune DC,178,572307.38
SO002306,2025-12-31,P022,C034,Pune DC,155,498357.55
SO002307,2025-01-11,P023,C015,Bengaluru DC,47,25910.16
SO002308,2025-01-12,P023,C016,Pune DC,35,19294.8
SO002309,2025-01-07,P023,C038,Chennai DC,33,18192.24
SO002310,2025-01-18,P023,C019,Chennai DC,63,34730.64
SO002311,2025-01-13,P023,C022,Bengaluru DC,80,44102.4
SO002312,2025-01-20,P023,C033,Pune DC,45,24807.6
SO002313,2025-01-20,P023,C032,Bengaluru DC,44,24256.32
SO002314,2025-01-21,P023,C020,Pune DC,50,27564.0
SO002315,2025-01-27,P023,C018,Pune DC,62,34179.36
SO002316,2025-01-28,P023,C027,Chennai DC,87,47961.36
SO002317,2025-02-04,P023,C009,Bengaluru DC,49,27012.72
SO002318,2025-02-07,P023,C018,Pune DC,52,28666.56
SO002319,2025-02-08,P023,C027,Chennai DC,50,27564.0
SO002320,2025-02-10,P023,C019,Chennai DC,83,45756.24
SO002321,2025-02-10,P023,C028,Bengaluru DC,73,40243.44
SO002322,2025-02-19,P023,C021,Pune DC,65,35833.2
SO002323,2025-02-23,P023,C003,Pune DC,52,28666.56
SO002324,2025-02-17,P023,C003,Pune DC,55,30320.4
SO002325,2025-03-01,P023,C030,Pune DC,90,49615.2
SO002326,2025-02-25,P023,C027,Chennai DC,90,49615.2
SO002327,2025-03-03,P023,C002,Pune DC,99,54576.72
SO002328,2025-03-04,P023,C017,Pune DC,71,39140.88
SO002329,2025-03-10,P023,C026,Chennai DC,95,52371.6
SO002330,2025-03-15,P023,C015,Bengaluru DC,88,48512.64
SO002331,2025-03-17,P023,C025,Pune DC,164,90409.92
SO002332,2025-03-26,P023,C026,Chennai DC,81,44653.68
SO002333,2025-03-26,P023,C022,Bengaluru DC,83,45756.24
SO002334,2025-04-03,P023,C023,Bengaluru DC,168,92615.04
SO002335,2025-04-12,P023,C028,Bengaluru DC,180,99230.4
SO002336,2025-04-15,P023,C009,Bengaluru DC,60,33076.8
SO002337,2025-04-14,P023,C036,Pune DC,59,32525.52
SO002338,2025-04-18,P023,C024,Pune DC,56,30871.68
SO002339,2025-04-21,P023,C039,Chennai DC,61,33628.08
SO002340,2025-04-25,P023,C021,Pune DC,50,27564.0
SO002341,2025-04-26,P023,C028,Bengaluru DC,47,25910.16
SO002342,2025-05-01,P023,C040,Chennai DC,160,88204.8
SO002343,2025-05-10,P023,C036,Pune DC,89,49063.92
SO002344,2025-05-06,P023,C029,Chennai DC,89,49063.92
SO002345,2025-05-17,P023,C018,Pune DC,57,31422.96
SO002346,2025-05-13,P023,C034,Pune DC,59,32525.52
SO002347,2025-05-15,P023,C018,Pune DC,43,23705.04
SO002348,2025-05-24,P023,C022,Bengaluru DC,48,26461.44
SO002349,2025-05-22,P023,C040,Chennai DC,57,31422.96
SO002350,2025-05-25,P023,C009,Bengaluru DC,69,38038.32
SO002351,2025-05-26,P023,C030,Pune DC,146,80486.88
SO002352,2025-06-03,P023,C020,Pune DC,147,81038.16
SO002353,2025-06-13,P023,C022,Bengaluru DC,147,81038.16
SO002354,2025-06-19,P023,C015,Bengaluru DC,44,24256.32
SO002355,2025-06-18,P023,C033,Pune DC,48,26461.44
SO002356,2025-06-19,P023,C040,Chennai DC,51,28115.28
SO002357,2025-06-29,P023,C005,Chennai DC,79,43551.12
SO002358,2025-06-24,P023,C031,Pune DC,66,36384.48
SO002359,2025-07-02,P023,C026,Chennai DC,130,71666.4
SO002360,2025-07-07,P023,C009,Bengaluru DC,30,16538.4
SO002361,2025-07-08,P023,C014,Bengaluru DC,46,25358.88
SO002362,2025-07-11,P023,C037,Chennai DC,38,20948.64
SO002363,2025-07-18,P023,C008,Bengaluru DC,42,23153.76
SO002364,2025-07-19,P023,C026,Chennai DC,47,25910.16
SO002365,2025-07-18,P023,C036,Pune DC,36,19846.08
SO002366,2025-07-27,P023,C017,Pune DC,63,34730.64
SO002367,2025-07-26,P023,C040,Chennai DC,63,34730.64
SO002368,2025-08-03,P023,C006,Bengaluru DC,117,64499.76
SO002369,2025-08-06,P023,C023,Bengaluru DC,41,22602.48
SO002370,2025-08-05,P023,C001,Bengaluru DC,40,22051.2
SO002371,2025-08-08,P023,C005,Chennai DC,27,14884.56
SO002372,2025-08-15,P023,C018,Pune DC,37,20397.36
SO002373,2025-08-12,P023,C024,Pune DC,38,20948.64
SO002374,2025-08-16,P023,C035,Pune DC,35,19294.8
SO002375,2025-08-20,P023,C040,Chennai DC,28,15435.84
SO002376,2025-08-23,P023,C033,Pune DC,55,30320.4
SO002377,2025-08-31,P023,C034,Pune DC,90,49615.2
SO002378,2025-09-04,P023,C022,Bengaluru DC,75,41346.0
SO002379,2025-09-08,P023,C013,Chennai DC,52,28666.56
SO002380,2025-09-09,P023,C026,Chennai DC,38,20948.64
SO002381,2025-09-20,P023,C014,Bengaluru DC,42,23153.76
SO002382,2025-09-19,P023,C037,Chennai DC,39,21499.92
SO002383,2025-09-26,P023,C022,Bengaluru DC,94,51820.32
SO002384,2025-10-01,P023,C040,Chennai DC,90,49615.2
SO002385,2025-10-07,P023,C017,Pune DC,32,17640.96
SO002386,2025-10-09,P023,C003,Pune DC,46,25358.88
SO002387,2025-10-16,P023,C019,Chennai DC,27,14884.56
SO002388,2025-10-15,P023,C031,Pune DC,33,18192.24
SO002389,2025-10-17,P023,C018,Pune DC,25,13782.0
SO002390,2025-10-21,P023,C016,Pune DC,33,18192.24
SO002391,2025-10-26,P023,C039,Chennai DC,24,13230.72
SO002392,2025-10-23,P023,C019,Chennai DC,28,15435.84
SO002393,2025-10-27,P023,C008,Bengaluru DC,78,42999.84
SO002394,2025-11-03,P023,C023,Bengaluru DC,22,12128.16
SO002395,2025-11-03,P023,C003,Pune DC,33,18192.24
SO002396,2025-11-05,P023,C008,Bengaluru DC,26,14333.28
SO002397,2025-11-10,P023,C022,Bengaluru DC,108,59538.24
SO002398,2025-11-23,P023,C015,Bengaluru DC,117,64499.76
SO002399,2025-11-28,P023,C040,Chennai DC,43,23705.04
SO002400,2025-11-26,P023,C018,Pune DC,56,30871.68
SO002401,2025-12-06,P023,C002,Pune DC,36,19846.08
SO002402,2025-12-05,P023,C039,Chennai DC,38,20948.64
SO002403,2025-12-07,P023,C011,Chennai DC,21,11576.88
SO002404,2025-12-11,P023,C034,Pune DC,54,29769.12
SO002405,2025-12-13,P023,C020,Pune DC,62,34179.36
SO002406,2025-12-15,P023,C015,Bengaluru DC,65,35833.2
SO002407,2025-12-20,P023,C037,Chennai DC,63,34730.64
SO002408,2025-12-26,P023,C006,Bengaluru DC,35,19294.8
SO002409,2025-12-26,P023,C017,Pune DC,35,19294.8
SO002410,2025-12-23,P023,C016,Pune DC,35,19294.8
SO002411,2025-12-29,P023,C021,Pune DC,61,33628.08
SO002412,2025-12-31,P023,C003,Pune DC,38,20948.64
SO002413,2025-01-10,P024,C022,Bengaluru DC,76,252665.04
SO002414,2025-01-19,P024,C016,Pune DC,77,255989.58
SO002415,2025-01-24,P024,C026,Chennai DC,60,199472.4
SO002416,2025-01-30,P024,C023,Bengaluru DC,30,99736.2
SO002417,2025-01-31,P024,C017,Pune DC,40,132981.6
SO002418,2025-02-09,P024,C035,Pune DC,18,59841.72
SO002419,2025-02-09,P024,C017,Pune DC,14,46543.56
SO002420,2025-02-08,P024,C028,Bengaluru DC,23,76464.42
SO002421,2025-02-15,P024,C035,Pune DC,31,103060.74
SO002422,2025-02-10,P024,C017,Pune DC,21,69815.34
SO002423,2025-02-12,P024,C040,Chennai DC,16,53192.64
SO002424,2025-02-20,P024,C009,Bengaluru DC,30,99736.2
SO002425,2025-02-22,P024,C017,Pune DC,30,99736.2
SO002426,2025-02-23,P024,C032,Bengaluru DC,28,93087.12
SO002427,2025-02-24,P024,C039,Chennai DC,79,262638.66
SO002428,2025-03-03,P024,C012,Bengaluru DC,80,265963.2
SO002429,2025-03-10,P024,C009,Bengaluru DC,44,146279.76
SO002430,2025-03-13,P024,C013,Chennai DC,41,136306.14
SO002431,2025-03-21,P024,C029,Chennai DC,32,106385.28
SO002432,2025-03-17,P024,C009,Bengaluru DC,27,89762.58
SO002433,2025-03-19,P024,C018,Pune DC,36,119683.44
SO002434,2025-03-29,P024,C012,Bengaluru DC,22,73139.88
SO002435,2025-03-29,P024,C036,Pune DC,28,93087.12
SO002436,2025-03-29,P024,C003,Pune DC,28,93087.12
SO002437,2025-03-31,P024,C025,Pune DC,74,246015.96
SO002438,2025-04-12,P024,C010,Pune DC,85,282585.9
SO002439,2025-04-19,P024,C024,Pune DC,90,299208.6
SO002440,2025-04-22,P024,C018,Pune DC,81,269287.74
SO002441,2025-04-30,P024,C021,Pune DC,40,132981.6
SO002442,2025-05-02,P024,C003,Pune DC,28,93087.12
SO002443,2025-05-11,P024,C002,Pune DC,22,73139.88
SO002444,2025-05-11,P024,C030,Pune DC,20,66490.8
SO002445,2025-05-10,P024,C032,Bengaluru DC,26,86438.04
SO002446,2025-05-13,P024,C027,Chennai DC,38,126332.52
SO002447,2025-05-14,P024,C002,Pune DC,35,116358.9
SO002448,2025-05-24,P024,C030,Pune DC,88,292559.52
SO002449,2025-05-31,P024,C039,Chennai DC,32,106385.28
SO002450,2025-05-26,P024,C003,Pune DC,54,179525.16
SO002451,2025-06-04,P024,C006,Bengaluru DC,75,249340.5
SO002452,2025-06-11,P024,C020,Pune DC,42,139630.68
SO002453,2025-06-13,P024,C022,Bengaluru DC,32,106385.28
SO002454,2025-06-18,P024,C029,Chennai DC,72,239366.88
SO002455,2025-06-27,P024,C011,Chennai DC,22,73139.88
SO002456,2025-06-28,P024,C005,Chennai DC,34,113034.36
SO002457,2025-06-23,P024,C008,Bengaluru DC,25,83113.5
SO002458,2025-07-03,P024,C022,Bengaluru DC,48,159577.92
SO002459,2025-07-04,P024,C002,Pune DC,34,113034.36
SO002460,2025-07-07,P024,C038,Chennai DC,40,132981.6
SO002461,2025-07-10,P024,C031,Pune DC,36,119683.44
SO002462,2025-07-15,P024,C004,Pune DC,31,103060.74
SO002463,2025-07-16,P024,C023,Bengaluru DC,19,63166.26
SO002464,2025-07-15,P024,C029,Chennai DC,28,93087.12
SO002465,2025-07-27,P024,C023,Bengaluru DC,27,89762.58
SO002466,2025-07-21,P024,C012,Bengaluru DC,42,139630.68
SO002467,2025-08-02,P024,C036,Pune DC,19,63166.26
SO002468,2025-08-02,P024,C023,Bengaluru DC,21,69815.34
SO002469,2025-07-28,P024,C009,Bengaluru DC,27,89762.58
SO002470,2025-08-09,P024,C035,Pune DC,72,239366.88
SO002471,2025-08-11,P024,C002,Pune DC,15,49868.1
SO002472,2025-08-11,P024,C040,Chennai DC,18,59841.72
SO002473,2025-08-17,P024,C027,Chennai DC,25,83113.5
SO002474,2025-08-19,P024,C032,Bengaluru DC,64,212770.56
SO002475,2025-08-28,P024,C004,Pune DC,62,206121.48
SO002476,2025-09-04,P024,C032,Bengaluru DC,38,126332.52
SO002477,2025-09-02,P024,C007,Bengaluru DC,26,86438.04
SO002478,2025-09-14,P024,C015,Bengaluru DC,70,232717.8
SO002479,2025-09-19,P024,C005,Chennai DC,66,219419.64
SO002480,2025-09-27,P024,C016,Pune DC,26,86438.04
SO002481,2025-09-27,P024,C037,Chennai DC,32,106385.28
SO002482,2025-09-25,P024,C018,Pune DC,14,46543.56
SO002483,2025-10-01,P024,C012,Bengaluru DC,67,222744.18
SO002484,2025-10-09,P024,C024,Pune DC,62,206121.48
SO002485,2025-10-15,P024,C027,Chennai DC,29,96411.66
SO002486,2025-10-15,P024,C020,Pune DC,26,86438.04
SO002487,2025-10-19,P024,C028,Bengaluru DC,22,73139.88
SO002488,2025-10-24,P024,C008,Bengaluru DC,88,292559.52
SO002489,2025-10-27,P024,C008,Bengaluru DC,32,106385.28
SO002490,2025-10-31,P024,C007,Bengaluru DC,41,136306.14
SO002491,2025-11-03,P024,C021,Pune DC,26,86438.04
SO002492,2025-11-04,P024,C036,Pune DC,22,73139.88
SO002493,2025-11-04,P024,C030,Pune DC,20,66490.8
SO002494,2025-11-10,P024,C032,Bengaluru DC,22,73139.88
SO002495,2025-11-13,P024,C032,Bengaluru DC,32,106385.28
SO002496,2025-11-10,P024,C037,Chennai DC,21,69815.34
SO002497,2025-11-23,P024,C018,Pune DC,40,132981.6
SO002498,2025-11-19,P024,C021,Pune DC,35,116358.9
SO002499,2025-11-26,P024,C016,Pune DC,34,113034.36
SO002500,2025-11-24,P024,C007,Bengaluru DC,36,119683.44
SO002501,2025-12-04,P024,C039,Chennai DC,17,56517.18
SO002502,2025-12-01,P024,C032,Bengaluru DC,23,76464.42
SO002503,2025-12-03,P024,C037,Chennai DC,26,86438.04
SO002504,2025-12-10,P024,C024,Pune DC,74,246015.96
SO002505,2025-12-21,P024,C020,Pune DC,26,86438.04
SO002506,2025-12-17,P024,C004,Pune DC,31,103060.74
SO002507,2025-12-20,P024,C017,Pune DC,27,89762.58
SO002508,2025-12-23,P024,C028,Bengaluru DC,18,59841.72
SO002509,2025-12-25,P024,C031,Pune DC,23,76464.42
SO002510,2025-12-24,P024,C014,Bengaluru DC,25,83113.5
SO002511,2026-01-01,P024,C001,Bengaluru DC,27,89762.58
SO002512,2026-01-04,P024,C005,Chennai DC,30,99736.2
SO002513,2026-01-04,P024,C028,Bengaluru DC,22,73139.88
SO002514,2025-01-11,P025,C001,Bengaluru DC,12,26742.12
SO002515,2025-01-19,P025,C027,Chennai DC,5,11142.55
SO002516,2025-01-19,P025,C001,Bengaluru DC,6,13371.06
SO002517,2025-01-14,P025,C028,Bengaluru DC,9,20056.59
SO002518,2025-01-20,P025,C002,Pune DC,13,28970.63
SO002519,2025-01-27,P025,C028,Bengaluru DC,6,13371.06
SO002520,2025-01-28,P025,C024,Pune DC,6,13371.06
SO002521,2025-02-05,P025,C032,Bengaluru DC,2,4457.02
SO002522,2025-02-08,P025,C027,Chennai DC,6,13371.06
SO002523,2025-02-09,P025,C020,Pune DC,5,11142.55
SO002524,2025-02-10,P025,C025,Pune DC,1,2228.51
SO002525,2025-02-12,P025,C024,Pune DC,1,2228.51
SO002526,2025-02-10,P025,C004,Pune DC,2,4457.02
SO002527,2025-02-20,P025,C005,Chennai DC,5,11142.55
SO002528,2025-02-23,P025,C006,Bengaluru DC,2,4457.02
SO002529,2025-02-22,P025,C023,Bengaluru DC,2,4457.02
SO002530,2025-02-26,P025,C020,Pune DC,2,4457.02
SO002531,2025-02-24,P025,C003,Pune DC,3,6685.53
SO002532,2025-02-25,P025,C026,Chennai DC,5,11142.55
SO002533,2025-03-04,P025,C013,Chennai DC,2,4457.02
SO002534,2025-03-06,P025,C013,Chennai DC,5,11142.55
SO002535,2025-03-06,P025,C011,Chennai DC,4,8914.04
SO002536,2025-03-11,P025,C006,Bengaluru DC,16,35656.16
SO002537,2025-03-19,P025,C021,Pune DC,1,2228.51
SO002538,2025-03-17,P025,C008,Bengaluru DC,6,13371.06
SO002539,2025-03-17,P025,C028,Bengaluru DC,6,13371.06
SO002540,2025-03-30,P025,C016,Pune DC,7,15599.57
SO002541,2025-04-03,P025,C018,Pune DC,3,6685.53
SO002542,2025-04-05,P025,C032,Bengaluru DC,4,8914.04
SO002543,2025-04-02,P025,C001,Bengaluru DC,4,8914.04
SO002544,2025-04-12,P025,C024,Pune DC,4,8914.04
SO002545,2025-04-07,P025,C001,Bengaluru DC,6,13371.06
SO002546,2025-04-14,P025,C033,Pune DC,4,8914.04
SO002547,2025-04-18,P025,C029,Chennai DC,7,15599.57
SO002548,2025-04-15,P025,C037,Chennai DC,2,4457.02
SO002549,2025-04-27,P025,C035,Pune DC,3,6685.53
SO002550,2025-04-24,P025,C035,Pune DC,8,17828.08
SO002551,2025-04-21,P025,C024,Pune DC,3,6685.53
SO002552,2025-05-02,P025,C007,Bengaluru DC,2,4457.02
SO002553,2025-04-28,P025,C016,Pune DC,5,11142.55
SO002554,2025-05-01,P025,C028,Bengaluru DC,5,11142.55
SO002555,2025-05-06,P025,C001,Bengaluru DC,3,6685.53
SO002556,2025-05-06,P025,C017,Pune DC,3,6685.53
SO002557,2025-05-07,P025,C010,Pune DC,4,8914.04
SO002558,2025-05-18,P025,C003,Pune DC,5,11142.55
SO002559,2025-05-14,P025,C010,Pune DC,8,17828.08
SO002560,2025-05-24,P025,C005,Chennai DC,4,8914.04
SO002561,2025-05-25,P025,C006,Bengaluru DC,3,6685.53
SO002562,2025-05-28,P025,C036,Pune DC,6,13371.06
SO002563,2025-05-28,P025,C022,Bengaluru DC,1,2228.51
SO002564,2025-05-29,P025,C019,Chennai DC,1,2228.51
SO002565,2025-06-03,P025,C015,Bengaluru DC,10,22285.1
SO002566,2025-06-02,P025,C032,Bengaluru DC,10,22285.1
SO002567,2025-06-10,P025,C005,Chennai DC,12,26742.12
SO002568,2025-06-16,P025,C015,Bengaluru DC,2,4457.02
SO002569,2025-06-17,P025,C006,Bengaluru DC,2,4457.02
SO002570,2025-06-16,P025,C027,Chennai DC,1,2228.51
SO002571,2025-06-26,P025,C035,Pune DC,12,26742.12
SO002572,2025-07-02,P025,C013,Chennai DC,1,2228.51
SO002573,2025-07-03,P025,C028,Bengaluru DC,3,6685.53
SO002574,2025-07-11,P025,C022,Bengaluru DC,12,26742.12
SO002575,2025-07-20,P025,C013,Chennai DC,3,6685.53
SO002576,2025-07-15,P025,C025,Pune DC,8,17828.08
SO002577,2025-07-23,P025,C020,Pune DC,9,20056.59
SO002578,2025-07-24,P025,C037,Chennai DC,9,20056.59
SO002579,2025-08-03,P025,C016,Pune DC,8,17828.08
SO002580,2025-07-28,P025,C011,Chennai DC,5,11142.55
SO002581,2025-08-05,P025,C004,Pune DC,11,24513.61
SO002582,2025-08-13,P025,C037,Chennai DC,4,8914.04
SO002583,2025-08-17,P025,C028,Bengaluru DC,4,8914.04
SO002584,2025-08-16,P025,C002,Pune DC,3,6685.53
SO002585,2025-08-22,P025,C038,Chennai DC,6,13371.06
SO002586,2025-08-18,P025,C039,Chennai DC,4,8914.04
SO002587,2025-08-19,P025,C030,Pune DC,2,4457.02
SO002588,2025-08-26,P025,C020,Pune DC,4,8914.04
SO002589,2025-08-25,P025,C020,Pune DC,4,8914.04
SO002590,2025-09-02,P025,C005,Chennai DC,1,2228.51
SO002591,2025-09-03,P025,C035,Pune DC,3,6685.53
SO002592,2025-09-04,P025,C002,Pune DC,1,2228.51
SO002593,2025-09-08,P025,C001,Bengaluru DC,1,2228.51
SO002594,2025-09-13,P025,C028,Bengaluru DC,4,8914.04
SO002595,2025-09-10,P025,C040,Chennai DC,1,2228.51
SO002596,2025-09-21,P025,C029,Chennai DC,6,13371.06
SO002597,2025-09-16,P025,C002,Pune DC,5,11142.55
SO002598,2025-09-25,P025,C024,Pune DC,9,20056.59
SO002599,2025-10-03,P025,C032,Bengaluru DC,2,4457.02
SO002600,2025-10-04,P025,C013,Chennai DC,2,4457.02
SO002601,2025-10-07,P025,C002,Pune DC,3,6685.53
SO002602,2025-10-06,P025,C029,Chennai DC,7,15599.57
SO002603,2025-10-09,P025,C016,Pune DC,2,4457.02
SO002604,2025-10-19,P025,C016,Pune DC,11,24513.61
SO002605,2025-10-20,P025,C017,Pune DC,9,20056.59
SO002606,2025-10-27,P025,C008,Bengaluru DC,10,22285.1
SO002607,2025-11-04,P025,C038,Chennai DC,4,8914.04
SO002608,2025-11-16,P025,C040,Chennai DC,14,31199.14
SO002609,2025-11-19,P025,C031,Pune DC,6,13371.06
SO002610,2025-11-22,P025,C023,Bengaluru DC,3,6685.53
SO002611,2025-11-29,P025,C017,Pune DC,5,11142.55
SO002612,2025-11-24,P025,C031,Pune DC,3,6685.53
SO002613,2025-11-28,P025,C024,Pune DC,4,8914.04
SO002614,2025-12-03,P025,C012,Bengaluru DC,1,2228.51
SO002615,2025-12-07,P025,C022,Bengaluru DC,5,11142.55
SO002616,2025-12-01,P025,C012,Bengaluru DC,2,4457.02
SO002617,2025-12-08,P025,C033,Pune DC,21,46798.71
SO002618,2025-12-20,P025,C037,Chennai DC,10,22285.1
SO002619,2025-12-28,P025,C037,Chennai DC,7,15599.57
SO002620,2025-12-23,P025,C040,Chennai DC,4,8914.04
SO002621,2026-01-04,P025,C029,Chennai DC,16,35656.16
SO002622,2025-01-06,P026,C033,Pune DC,121,254914.33
SO002623,2025-01-06,P026,C040,Chennai DC,151,318116.23
SO002624,2025-01-13,P026,C021,Pune DC,141,297048.93
SO002625,2025-01-14,P026,C006,Bengaluru DC,129,271768.17
SO002626,2025-01-23,P026,C012,Bengaluru DC,107,225420.11
SO002627,2025-01-26,P026,C017,Pune DC,106,223313.38
SO002628,2025-01-25,P026,C031,Pune DC,86,181178.78
SO002629,2025-01-30,P026,C040,Chennai DC,134,282301.82
SO002630,2025-01-27,P026,C023,Bengaluru DC,158,332863.34
SO002631,2025-02-08,P026,C037,Chennai DC,146,307582.58
SO002632,2025-02-06,P026,C015,Bengaluru DC,136,286515.28
SO002633,2025-02-12,P026,C039,Chennai DC,329,693114.17
SO002634,2025-02-18,P026,C009,Bengaluru DC,354,745782.42
SO002635,2025-02-26,P026,C022,Bengaluru DC,157,330756.61
SO002636,2025-02-27,P026,C007,Bengaluru DC,168,353930.64
SO002637,2025-03-03,P026,C014,Bengaluru DC,350,737355.5
SO002638,2025-03-14,P026,C009,Bengaluru DC,147,309689.31
SO002639,2025-03-14,P026,C028,Bengaluru DC,113,238060.49
SO002640,2025-03-11,P026,C031,Pune DC,122,257021.06
SO002641,2025-03-19,P026,C032,Bengaluru DC,107,225420.11
SO002642,2025-03-20,P026,C022,Bengaluru DC,128,269661.44
SO002643,2025-03-20,P026,C034,Pune DC,126,265447.98
