inventory_id,product_id,warehouse,week_start_date,opening_stock,receipts,consumption,closing_stock,stockout_units
INV003554,P023,Chennai DC,05-05-2025,126,0,89,37,0
INV003555,P023,Chennai DC,12-05-2025,37,185,0,222,0
INV003556,P023,Chennai DC,19-05-2025,222,0,57,165,0
INV003557,P023,Chennai DC,26-05-2025,165,0,0,165,0
INV003558,P023,Chennai DC,02-06-2025,165,0,0,165,0
INV003559,P023,Chennai DC,09-06-2025,165,245,0,410,0
INV003560,P023,Chennai DC,16-06-2025,410,0,51,359,0
INV003561,P023,Chennai DC,23-06-2025,359,0,79,280,0
INV003562,P023,Chennai DC,30-06-2025,280,135,130,285,0
INV003563,P023,Chennai DC,07-07-2025,285,0,38,247,0
INV003564,P023,Chennai DC,14-07-2025,247,0,47,200,0
INV003565,P023,Chennai DC,21-07-2025,200,0,63,137,0
INV003566,P023,Chennai DC,28-07-2025,137,235,0,372,0
INV003567,P023,Chennai DC,04-08-2025,372,0,27,345,0
INV003568,P023,Chennai DC,11-08-2025,345,0,0,345,0
INV003569,P023,Chennai DC,18-08-2025,345,202,28,519,0
INV003570,P023,Chennai DC,25-08-2025,519,0,0,519,0
INV003571,P023,Chennai DC,01-09-2025,519,0,0,519,0
INV003572,P023,Chennai DC,08-09-2025,519,0,90,429,0
INV003573,P023,Chennai DC,15-09-2025,429,0,39,390,0
INV003574,P023,Chennai DC,22-09-2025,390,0,0,390,0
INV003575,P023,Chennai DC,29-09-2025,390,161,90,461,0
INV003576,P023,Chennai DC,06-10-2025,461,0,0,461,0
INV003577,P023,Chennai DC,13-10-2025,461,0,27,434,0
INV003578,P023,Chennai DC,20-10-2025,434,221,52,603,0
INV003579,P023,Chennai DC,27-10-2025,603,0,0,603,0
INV003580,P023,Chennai DC,03-11-2025,603,0,0,603,0
INV003581,P023,Chennai DC,10-11-2025,603,243,0,846,0
INV003582,P023,Chennai DC,17-11-2025,846,0,0,846,0
INV003583,P023,Chennai DC,24-11-2025,846,0,43,803,0
INV003584,P023,Chennai DC,01-12-2025,803,0,59,744,0
INV003585,P023,Chennai DC,08-12-2025,744,0,0,744,0
INV003586,P023,Chennai DC,15-12-2025,744,241,63,922,0
INV003587,P023,Chennai DC,22-12-2025,922,0,0,922,0
INV003588,P023,Chennai DC,29-12-2025,922,0,0,922,0
INV003589,P024,Bengaluru DC,06-01-2025,229,0,76,153,0
INV003590,P024,Bengaluru DC,13-01-2025,153,0,0,153,0
INV003591,P024,Bengaluru DC,20-01-2025,153,0,0,153,0
INV003592,P024,Bengaluru DC,27-01-2025,153,0,30,123,0
INV003593,P024,Bengaluru DC,03-02-2025,123,0,23,100,0
INV003594,P024,Bengaluru DC,10-02-2025,100,120,0,220,0
INV003595,P024,Bengaluru DC,17-02-2025,220,0,58,162,0
INV003596,P024,Bengaluru DC,24-02-2025,162,0,0,162,0
INV003597,P024,Bengaluru DC,03-03-2025,162,0,80,82,0
INV003598,P024,Bengaluru DC,10-03-2025,82,123,44,161,0
INV003599,P024,Bengaluru DC,17-03-2025,161,0,27,134,0
INV003600,P024,Bengaluru DC,24-03-2025,134,0,22,112,0
INV003601,P024,Bengaluru DC,31-03-2025,112,0,0,112,0
INV003602,P024,Bengaluru DC,07-04-2025,112,0,0,112,0
INV003603,P024,Bengaluru DC,14-04-2025,112,104,0,216,0
INV003604,P024,Bengaluru DC,21-04-2025,216,0,0,216,0
INV003605,P024,Bengaluru DC,28-04-2025,216,0,0,216,0
INV003606,P024,Bengaluru DC,05-05-2025,216,0,26,190,0
INV003607,P024,Bengaluru DC,12-05-2025,190,0,0,190,0
INV003608,P024,Bengaluru DC,19-05-2025,190,75,0,265,0
INV003609,P024,Bengaluru DC,26-05-2025,265,0,0,265,0
INV003610,P024,Bengaluru DC,02-06-2025,265,0,75,190,0
INV003611,P024,Bengaluru DC,09-06-2025,190,0,32,158,0
INV003612,P024,Bengaluru DC,16-06-2025,158,0,0,158,0
INV003613,P024,Bengaluru DC,23-06-2025,158,109,25,242,0
INV003614,P024,Bengaluru DC,30-06-2025,242,0,48,194,0
INV003615,P024,Bengaluru DC,07-07-2025,194,0,0,194,0
INV003616,P024,Bengaluru DC,14-07-2025,194,106,19,281,0
INV003617,P024,Bengaluru DC,21-07-2025,281,0,69,212,0
INV003618,P024,Bengaluru DC,28-07-2025,212,0,48,164,0
INV003619,P024,Bengaluru DC,04-08-2025,164,105,0,269,0
INV003620,P024,Bengaluru DC,11-08-2025,269,0,0,269,0
INV003621,P024,Bengaluru DC,18-08-2025,269,0,64,205,0
INV003622,P024,Bengaluru DC,25-08-2025,205,0,0,205,0
INV003623,P024,Bengaluru DC,01-09-2025,205,129,64,270,0
INV003624,P024,Bengaluru DC,08-09-2025,270,0,70,200,0
INV003625,P024,Bengaluru DC,15-09-2025,200,0,0,200,0
INV003626,P024,Bengaluru DC,22-09-2025,200,0,0,200,0
INV003627,P024,Bengaluru DC,29-09-2025,200,0,67,133,0
INV003628,P024,Bengaluru DC,06-10-2025,133,0,0,133,0
INV003629,P024,Bengaluru DC,13-10-2025,133,128,22,239,0
INV003630,P024,Bengaluru DC,20-10-2025,239,0,88,151,0
INV003631,P024,Bengaluru DC,27-10-2025,151,0,73,78,0
INV003632,P024,Bengaluru DC,03-11-2025,78,0,0,78,0
INV003633,P024,Bengaluru DC,10-11-2025,78,77,54,101,0
INV003634,P024,Bengaluru DC,17-11-2025,101,0,0,101,0
INV003635,P024,Bengaluru DC,24-11-2025,101,0,36,65,0
INV003636,P024,Bengaluru DC,01-12-2025,65,78,23,120,0
INV003637,P024,Bengaluru DC,08-12-2025,120,0,0,120,0
INV003638,P024,Bengaluru DC,15-12-2025,120,0,0,120,0
INV003639,P024,Bengaluru DC,22-12-2025,120,107,43,184,0
INV003640,P024,Bengaluru DC,29-12-2025,184,0,49,135,0
INV003641,P024,Pune DC,06-01-2025,245,0,0,245,0
INV003642,P024,Pune DC,13-01-2025,245,0,77,168,0
INV003643,P024,Pune DC,20-01-2025,168,0,0,168,0
INV003644,P024,Pune DC,27-01-2025,168,0,40,128,0
INV003645,P024,Pune DC,03-02-2025,128,0,32,96,0
INV003646,P024,Pune DC,10-02-2025,96,120,52,164,0
INV003647,P024,Pune DC,17-02-2025,164,0,30,134,0
INV003648,P024,Pune DC,24-02-2025,134,0,0,134,0
INV003649,P024,Pune DC,03-03-2025,134,0,0,134,0
INV003650,P024,Pune DC,10-03-2025,134,123,0,257,0
INV003651,P024,Pune DC,17-03-2025,257,0,36,221,0
INV003652,P024,Pune DC,24-03-2025,221,0,56,165,0
INV003653,P024,Pune DC,31-03-2025,165,0,74,91,0
INV003654,P024,Pune DC,07-04-2025,91,0,85,6,0
INV003655,P024,Pune DC,14-04-2025,6,104,90,20,0
INV003656,P024,Pune DC,21-04-2025,20,0,81,0,61
INV003657,P024,Pune DC,28-04-2025,0,0,68,0,68
INV003658,P024,Pune DC,05-05-2025,0,0,42,0,42
INV003659,P024,Pune DC,12-05-2025,0,0,35,0,35
INV003660,P024,Pune DC,19-05-2025,0,75,88,0,13
INV003661,P024,Pune DC,26-05-2025,0,0,54,0,54
INV003662,P024,Pune DC,02-06-2025,0,0,0,0,0
INV003663,P024,Pune DC,09-06-2025,0,0,42,0,42
INV003664,P024,Pune DC,16-06-2025,0,0,0,0,0
INV003665,P024,Pune DC,23-06-2025,0,109,0,109,0
INV003666,P024,Pune DC,30-06-2025,109,0,34,75,0
INV003667,P024,Pune DC,07-07-2025,75,0,36,39,0
INV003668,P024,Pune DC,14-07-2025,39,106,31,114,0
INV003669,P024,Pune DC,21-07-2025,114,0,0,114,0
INV003670,P024,Pune DC,28-07-2025,114,0,19,95,0
INV003671,P024,Pune DC,04-08-2025,95,105,72,128,0
INV003672,P024,Pune DC,11-08-2025,128,0,15,113,0
INV003673,P024,Pune DC,18-08-2025,113,0,0,113,0
INV003674,P024,Pune DC,25-08-2025,113,0,62,51,0
INV003675,P024,Pune DC,01-09-2025,51,129,0,180,0
INV003676,P024,Pune DC,08-09-2025,180,0,0,180,0
INV003677,P024,Pune DC,15-09-2025,180,0,0,180,0
INV003678,P024,Pune DC,22-09-2025,180,0,40,140,0
INV003679,P024,Pune DC,29-09-2025,140,0,0,140,0
INV003680,P024,Pune DC,06-10-2025,140,0,62,78,0
INV003681,P024,Pune DC,13-10-2025,78,128,26,180,0
INV003682,P024,Pune DC,20-10-2025,180,0,0,180,0
INV003683,P024,Pune DC,27-10-2025,180,0,0,180,0
INV003684,P024,Pune DC,03-11-2025,180,0,68,112,0
INV003685,P024,Pune DC,10-11-2025,112,77,0,189,0
INV003686,P024,Pune DC,17-11-2025,189,0,75,114,0
INV003687,P024,Pune DC,24-11-2025,114,0,34,80,0
INV003688,P024,Pune DC,01-12-2025,80,78,0,158,0
INV003689,P024,Pune DC,08-12-2025,158,0,74,84,0
INV003690,P024,Pune DC,15-12-2025,84,0,84,0,0
INV003691,P024,Pune DC,22-12-2025,0,107,23,84,0
INV003692,P024,Pune DC,29-12-2025,84,0,0,84,0
INV003693,P024,Chennai DC,06-01-2025,240,0,0,240,0
INV003694,P024,Chennai DC,13-01-2025,240,0,0,240,0
INV003695,P024,Chennai DC,20-01-2025,240,0,60,180,0
INV003696,P024,Chennai DC,27-01-2025,180,0,0,180,0
INV003697,P024,Chennai DC,03-02-2025,180,0,0,180,0
INV003698,P024,Chennai DC,10-02-2025,180,120,16,284,0
INV003699,P024,Chennai DC,17-02-2025,284,0,0,284,0
INV003700,P024,Chennai DC,24-02-2025,284,0,79,205,0
INV003701,P024,Chennai DC,03-03-2025,205,0,0,205,0
INV003702,P024,Chennai DC,10-03-2025,205,123,41,287,0
INV003703,P024,Chennai DC,17-03-2025,287,0,32,255,0
INV003704,P024,Chennai DC,24-03-2025,255,0,0,255,0
INV003705,P024,Chennai DC,31-03-2025,255,0,0,255,0
INV003706,P024,Chennai DC,07-04-2025,255,0,0,255,0
INV003707,P024,Chennai DC,14-04-2025,255,104,0,359,0
INV003708,P024,Chennai DC,21-04-2025,359,0,0,359,0
INV003709,P024,Chennai DC,28-04-2025,359,0,0,359,0
INV003710,P024,Chennai DC,05-05-2025,359,0,0,359,0
INV003711,P024,Chennai DC,12-05-2025,359,0,38,321,0
INV003712,P024,Chennai DC,19-05-2025,321,75,0,396,0
INV003713,P024,Chennai DC,26-05-2025,396,0,32,364,0
INV003714,P024,Chennai DC,02-06-2025,364,0,0,364,0
INV003715,P024,Chennai DC,09-06-2025,364,0,0,364,0
INV003716,P024,Chennai DC,16-06-2025,364,0,72,292,0
INV003717,P024,Chennai DC,23-06-2025,292,109,56,345,0
INV003718,P024,Chennai DC,30-06-2025,345,0,0,345,0
INV003719,P024,Chennai DC,07-07-2025,345,0,40,305,0
INV003720,P024,Chennai DC,14-07-2025,305,106,28,383,0
INV003721,P024,Chennai DC,21-07-2025,383,0,0,383,0
INV003722,P024,Chennai DC,28-07-2025,383,0,0,383,0
INV003723,P024,Chennai DC,04-08-2025,383,105,0,488,0
INV003724,P024,Chennai DC,11-08-2025,488,0,43,445,0
INV003725,P024,Chennai DC,18-08-2025,445,0,0,445,0
INV003726,P024,Chennai DC,25-08-2025,445,0,0,445,0
INV003727,P024,Chennai DC,01-09-2025,445,129,0,574,0
INV003728,P024,Chennai DC,08-09-2025,574,0,0,574,0
INV003729,P024,Chennai DC,15-09-2025,574,0,66,508,0
INV003730,P024,Chennai DC,22-09-2025,508,0,32,476,0
INV003731,P024,Chennai DC,29-09-2025,476,0,0,476,0
INV003732,P024,Chennai DC,06-10-2025,476,0,0,476,0
INV003733,P024,Chennai DC,13-10-2025,476,128,29,575,0
INV003734,P024,Chennai DC,20-10-2025,575,0,0,575,0
INV003735,P024,Chennai DC,27-10-2025,575,0,0,575,0
INV003736,P024,Chennai DC,03-11-2025,575,0,0,575,0
INV003737,P024,Chennai DC,10-11-2025,575,77,21,631,0
INV003738,P024,Chennai DC,17-11-2025,631,0,0,631,0
INV003739,P024,Chennai DC,24-11-2025,631,0,0,631,0
INV003740,P024,Chennai DC,01-12-2025,631,78,43,666,0
INV003741,P024,Chennai DC,08-12-2025,666,0,0,666,0
INV003742,P024,Chennai DC,15-12-2025,666,0,0,666,0
INV003743,P024,Chennai DC,22-12-2025,666,107,0,773,0
INV003744,P024,Chennai DC,29-12-2025,773,0,30,743,0
INV003745,P025,Bengaluru DC,06-01-2025,31,0,12,19,0
INV003746,P025,Bengaluru DC,13-01-2025,19,0,15,4,0
INV003747,P025,Bengaluru DC,20-01-2025,4,0,0,4,0
INV003748,P025,Bengaluru DC,27-01-2025,4,0,6,0,2
INV003749,P025,Bengaluru DC,03-02-2025,0,14,2,12,0
INV003750,P025,Bengaluru DC,10-02-2025,12,0,0,12,0
INV003751,P025,Bengaluru DC,17-02-2025,12,0,4,8,0
INV003752,P025,Bengaluru DC,24-02-2025,8,0,0,8,0
INV003753,P025,Bengaluru DC,03-03-2025,8,18,0,26,0
INV003754,P025,Bengaluru DC,10-03-2025,26,0,16,10,0
INV003755,P025,Bengaluru DC,17-03-2025,10,0,12,0,2
INV003756,P025,Bengaluru DC,24-03-2025,0,0,0,0,0
INV003757,P025,Bengaluru DC,31-03-2025,0,0,8,0,8
INV003758,P025,Bengaluru DC,07-04-2025,0,0,6,0,6
INV003759,P025,Bengaluru DC,14-04-2025,0,16,0,16,0
INV003760,P025,Bengaluru DC,21-04-2025,16,0,0,16,0
INV003761,P025,Bengaluru DC,28-04-2025,16,0,7,9,0
INV003762,P025,Bengaluru DC,05-05-2025,9,0,3,6,0
INV003763,P025,Bengaluru DC,12-05-2025,6,0,0,6,0
INV003764,P025,Bengaluru DC,19-05-2025,6,0,3,3,0
INV003765,P025,Bengaluru DC,26-05-2025,3,18,1,20,0
INV003766,P025,Bengaluru DC,02-06-2025,20,0,20,0,0
INV003767,P025,Bengaluru DC,09-06-2025,0,0,0,0,0
INV003768,P025,Bengaluru DC,16-06-2025,0,0,4,0,4
INV003769,P025,Bengaluru DC,23-06-2025,0,0,0,0,0
INV003770,P025,Bengaluru DC,30-06-2025,0,17,3,14,0
INV003771,P025,Bengaluru DC,07-07-2025,14,0,12,2,0
INV003772,P025,Bengaluru DC,14-07-2025,2,0,0,2,0
INV003773,P025,Bengaluru DC,21-07-2025,2,0,0,2,0
INV003774,P025,Bengaluru DC,28-07-2025,2,0,0,2,0
INV003775,P025,Bengaluru DC,04-08-2025,2,16,0,18,0
INV003776,P025,Bengaluru DC,11-08-2025,18,0,4,14,0
INV003777,P025,Bengaluru DC,18-08-2025,14,0,0,14,0
INV003778,P025,Bengaluru DC,25-08-2025,14,0,0,14,0
INV003779,P025,Bengaluru DC,01-09-2025,14,0,0,14,0
INV003780,P025,Bengaluru DC,08-09-2025,14,11,5,20,0
INV003781,P025,Bengaluru DC,15-09-2025,20,0,0,20,0
INV003782,P025,Bengaluru DC,22-09-2025,20,0,0,20,0
INV003783,P025,Bengaluru DC,29-09-2025,20,0,2,18,0
INV003784,P025,Bengaluru DC,06-10-2025,18,0,0,18,0
INV003785,P025,Bengaluru DC,13-10-2025,18,11,0,29,0
INV003786,P025,Bengaluru DC,20-10-2025,29,0,0,29,0
INV003787,P025,Bengaluru DC,27-10-2025,29,0,10,19,0
INV003788,P025,Bengaluru DC,03-11-2025,19,13,0,32,0
INV003789,P025,Bengaluru DC,10-11-2025,32,0,0,32,0
INV003790,P025,Bengaluru DC,17-11-2025,32,0,3,29,0
INV003791,P025,Bengaluru DC,24-11-2025,29,0,0,29,0
INV003792,P025,Bengaluru DC,01-12-2025,29,14,8,35,0
INV003793,P025,Bengaluru DC,08-12-2025,35,0,0,35,0
INV003794,P025,Bengaluru DC,15-12-2025,35,0,0,35,0
INV003795,P025,Bengaluru DC,22-12-2025,35,0,0,35,0
INV003796,P025,Bengaluru DC,29-12-2025,35,10,0,45,0
INV003797,P025,Pune DC,06-01-2025,25,0,0,25,0
INV003798,P025,Pune DC,13-01-2025,25,0,0,25,0
INV003799,P025,Pune DC,20-01-2025,25,0,13,12,0
INV003800,P025,Pune DC,27-01-2025,12,0,6,6,0
INV003801,P025,Pune DC,03-02-2025,6,14,5,15,0
INV003802,P025,Pune DC,10-02-2025,15,0,4,11,0
INV003803,P025,Pune DC,17-02-2025,11,0,0,11,0
INV003804,P025,Pune DC,24-02-2025,11,0,5,6,0
INV003805,P025,Pune DC,03-03-2025,6,18,0,24,0
INV003806,P025,Pune DC,10-03-2025,24,0,0,24,0
INV003807,P025,Pune DC,17-03-2025,24,0,1,23,0
INV003808,P025,Pune DC,24-03-2025,23,0,7,16,0
INV003809,P025,Pune DC,31-03-2025,16,0,3,13,0
INV003810,P025,Pune DC,07-04-2025,13,0,4,9,0
INV003811,P025,Pune DC,14-04-2025,9,16,4,21,0
INV003812,P025,Pune DC,21-04-2025,21,0,14,7,0
INV003813,P025,Pune DC,28-04-2025,7,0,5,2,0
INV003814,P025,Pune DC,05-05-2025,2,0,7,0,5
INV003815,P025,Pune DC,12-05-2025,0,0,13,0,13
INV003816,P025,Pune DC,19-05-2025,0,0,0,0,0
INV003817,P025,Pune DC,26-05-2025,0,18,6,12,0
INV003818,P025,Pune DC,02-06-2025,12,0,0,12,0
INV003819,P025,Pune DC,09-06-2025,12,0,0,12,0
INV003820,P025,Pune DC,16-06-2025,12,0,0,12,0
INV003821,P025,Pune DC,23-06-2025,12,0,12,0,0
INV003822,P025,Pune DC,30-06-2025,0,17,0,17,0
INV003823,P025,Pune DC,07-07-2025,17,0,0,17,0
INV003824,P025,Pune DC,14-07-2025,17,0,8,9,0
INV003825,P025,Pune DC,21-07-2025,9,0,9,0,0
INV003826,P025,Pune DC,28-07-2025,0,0,8,0,8
INV003827,P025,Pune DC,04-08-2025,0,16,11,5,0
INV003828,P025,Pune DC,11-08-2025,5,0,3,2,0
INV003829,P025,Pune DC,18-08-2025,2,0,2,0,0
INV003830,P025,Pune DC,25-08-2025,0,0,8,0,8
INV003831,P025,Pune DC,01-09-2025,0,0,4,0,4
INV003832,P025,Pune DC,08-09-2025,0,11,0,11,0
INV003833,P025,Pune DC,15-09-2025,11,0,5,6,0
INV003834,P025,Pune DC,22-09-2025,6,0,9,0,3
INV003835,P025,Pune DC,29-09-2025,0,0,0,0,0
INV003836,P025,Pune DC,06-10-2025,0,0,5,0,5
INV003837,P025,Pune DC,13-10-2025,0,11,11,0,0
INV003838,P025,Pune DC,20-10-2025,0,0,9,0,9
INV003839,P025,Pune DC,27-10-2025,0,0,0,0,0
INV003840,P025,Pune DC,03-11-2025,0,13,0,13,0
INV003841,P025,Pune DC,10-11-2025,13,0,0,13,0
INV003842,P025,Pune DC,17-11-2025,13,0,6,7,0
INV003843,P025,Pune DC,24-11-2025,7,0,12,0,5
INV003844,P025,Pune DC,01-12-2025,0,14,0,14,0
INV003845,P025,Pune DC,08-12-2025,14,0,21,0,7
INV003846,P025,Pune DC,15-12-2025,0,0,0,0,0
INV003847,P025,Pune DC,22-12-2025,0,0,0,0,0
INV003848,P025,Pune DC,29-12-2025,0,10,0,10,0
INV003849,P025,Chennai DC,06-01-2025,38,0,0,38,0
INV003850,P025,Chennai DC,13-01-2025,38,0,5,33,0
INV003851,P025,Chennai DC,20-01-2025,33,0,0,33,0
INV003852,P025,Chennai DC,27-01-2025,33,0,0,33,0
INV003853,P025,Chennai DC,03-02-2025,33,14,6,41,0
INV003854,P025,Chennai DC,10-02-2025,41,0,0,41,0
INV003855,P025,Chennai DC,17-02-2025,41,0,5,36,0
INV003856,P025,Chennai DC,24-02-2025,36,0,5,31,0
INV003857,P025,Chennai DC,03-03-2025,31,18,11,38,0
INV003858,P025,Chennai DC,10-03-2025,38,0,0,38,0
INV003859,P025,Chennai DC,17-03-2025,38,0,0,38,0
INV003860,P025,Chennai DC,24-03-2025,38,0,0,38,0
INV003861,P025,Chennai DC,31-03-2025,38,0,0,38,0
INV003862,P025,Chennai DC,07-04-2025,38,0,0,38,0
INV003863,P025,Chennai DC,14-04-2025,38,16,9,45,0
INV003864,P025,Chennai DC,21-04-2025,45,0,0,45,0
INV003865,P025,Chennai DC,28-04-2025,45,0,0,45,0
INV003866,P025,Chennai DC,05-05-2025,45,0,0,45,0
INV003867,P025,Chennai DC,12-05-2025,45,0,0,45,0
INV003868,P025,Chennai DC,19-05-2025,45,0,4,41,0
INV003869,P025,Chennai DC,26-05-2025,41,18,1,58,0
INV003870,P025,Chennai DC,02-06-2025,58,0,0,58,0
INV003871,P025,Chennai DC,09-06-2025,58,0,12,46,0
INV003872,P025,Chennai DC,16-06-2025,46,0,1,45,0
INV003873,P025,Chennai DC,23-06-2025,45,0,0,45,0
INV003874,P025,Chennai DC,30-06-2025,45,17,1,61,0
INV003875,P025,Chennai DC,07-07-2025,61,0,0,61,0
INV003876,P025,Chennai DC,14-07-2025,61,0,3,58,0
INV003877,P025,Chennai DC,21-07-2025,58,0,9,49,0
INV003878,P025,Chennai DC,28-07-2025,49,0,5,44,0
INV003879,P025,Chennai DC,04-08-2025,44,16,0,60,0
INV003880,P025,Chennai DC,11-08-2025,60,0,4,56,0
INV003881,P025,Chennai DC,18-08-2025,56,0,10,46,0
INV003882,P025,Chennai DC,25-08-2025,46,0,0,46,0
INV003883,P025,Chennai DC,01-09-2025,46,0,1,45,0
INV003884,P025,Chennai DC,08-09-2025,45,11,1,55,0
INV003885,P025,Chennai DC,15-09-2025,55,0,6,49,0
INV003886,P025,Chennai DC,22-09-2025,49,0,0,49,0
INV003887,P025,Chennai DC,29-09-2025,49,0,2,47,0
INV003888,P025,Chennai DC,06-10-2025,47,0,7,40,0
INV003889,P025,Chennai DC,13-10-2025,40,11,0,51,0
INV003890,P025,Chennai DC,20-10-2025,51,0,0,51,0
INV003891,P025,Chennai DC,27-10-2025,51,0,0,51,0
INV003892,P025,Chennai DC,03-11-2025,51,13,4,60,0
INV003893,P025,Chennai DC,10-11-2025,60,0,14,46,0
INV003894,P025,Chennai DC,17-11-2025,46,0,0,46,0
INV003895,P025,Chennai DC,24-11-2025,46,0,0,46,0
INV003896,P025,Chennai DC,01-12-2025,46,14,0,60,0
INV003897,P025,Chennai DC,08-12-2025,60,0,0,60,0
INV003898,P025,Chennai DC,15-12-2025,60,0,10,50,0
INV003899,P025,Chennai DC,22-12-2025,50,0,11,39,0
INV003900,P025,Chennai DC,29-12-2025,39,10,16,33,0
INV003901,P026,Bengaluru DC,06-01-2025,840,0,0,840,0
INV003902,P026,Bengaluru DC,13-01-2025,840,0,129,711,0
INV003903,P026,Bengaluru DC,20-01-2025,711,0,107,604,0
INV003904,P026,Bengaluru DC,27-01-2025,604,455,158,901,0
INV003905,P026,Bengaluru DC,03-02-2025,901,0,136,765,0
INV003906,P026,Bengaluru DC,10-02-2025,765,0,0,765,0
INV003907,P026,Bengaluru DC,17-02-2025,765,0,354,411,0
INV003908,P026,Bengaluru DC,24-02-2025,411,0,325,86,0
INV003909,P026,Bengaluru DC,03-03-2025,86,0,350,0,264
INV003910,P026,Bengaluru DC,10-03-2025,0,403,260,143,0
INV003911,P026,Bengaluru DC,17-03-2025,143,0,235,0,92
INV003912,P026,Bengaluru DC,24-03-2025,0,0,0,0,0
INV003913,P026,Bengaluru DC,31-03-2025,0,502,178,324,0
INV003914,P026,Bengaluru DC,07-04-2025,324,0,0,324,0
INV003915,P026,Bengaluru DC,14-04-2025,324,0,231,93,0
INV003916,P026,Bengaluru DC,21-04-2025,93,326,0,419,0
INV003917,P026,Bengaluru DC,28-04-2025,419,0,244,175,0
INV003918,P026,Bengaluru DC,05-05-2025,175,0,0,175,0
INV003919,P026,Bengaluru DC,12-05-2025,175,0,124,51,0
INV003920,P026,Bengaluru DC,19-05-2025,51,0,345,0,294
INV003921,P026,Bengaluru DC,26-05-2025,0,504,0,504,0
INV003922,P026,Bengaluru DC,02-06-2025,504,0,0,504,0
INV003923,P026,Bengaluru DC,09-06-2025,504,0,163,341,0
INV003924,P026,Bengaluru DC,16-06-2025,341,437,161,617,0
INV003925,P026,Bengaluru DC,23-06-2025,617,0,117,500,0
INV003926,P026,Bengaluru DC,30-06-2025,500,0,0,500,0
INV003927,P026,Bengaluru DC,07-07-2025,500,506,0,1006,0
INV003928,P026,Bengaluru DC,14-07-2025,1006,0,0,1006,0
INV003929,P026,Bengaluru DC,21-07-2025,1006,0,276,730,0
INV003930,P026,Bengaluru DC,28-07-2025,730,0,0,730,0
INV003931,P026,Bengaluru DC,04-08-2025,730,357,110,977,0
INV003932,P026,Bengaluru DC,11-08-2025,977,0,0,977,0
INV003933,P026,Bengaluru DC,18-08-2025,977,0,0,977,0
INV003934,P026,Bengaluru DC,25-08-2025,977,475,110,1342,0
INV003935,P026,Bengaluru DC,01-09-2025,1342,0,0,1342,0
INV003936,P026,Bengaluru DC,08-09-2025,1342,0,0,1342,0
INV003937,P026,Bengaluru DC,15-09-2025,1342,0,0,1342,0
INV003938,P026,Bengaluru DC,22-09-2025,1342,0,0,1342,0
INV003939,P026,Bengaluru DC,29-09-2025,1342,0,0,1342,0
INV003940,P026,Bengaluru DC,06-10-2025,1342,0,0,1342,0
INV003941,P026,Bengaluru DC,13-10-2025,1342,537,0,1879,0
INV003942,P026,Bengaluru DC,20-10-2025,1879,0,68,1811,0
INV003943,P026,Bengaluru DC,27-10-2025,1811,0,0,1811,0
INV003944,P026,Bengaluru DC,03-11-2025,1811,0,219,1592,0
INV003945,P026,Bengaluru DC,10-11-2025,1592,0,0,1592,0
INV003946,P026,Bengaluru DC,17-11-2025,1592,0,0,1592,0
INV003947,P026,Bengaluru DC,24-11-2025,1592,296,234,1654,0
INV003948,P026,Bengaluru DC,01-12-2025,1654,0,79,1575,0
INV003949,P026,Bengaluru DC,08-12-2025,1575,0,70,1505,0
INV003950,P026,Bengaluru DC,15-12-2025,1505,0,146,1359,0
INV003951,P026,Bengaluru DC,22-12-2025,1359,0,170,1189,0
INV003952,P026,Bengaluru DC,29-12-2025,1189,0,0,1189,0
INV003953,P026,Pune DC,06-01-2025,914,0,121,793,0
INV003954,P026,Pune DC,13-01-2025,793,0,141,652,0
INV003955,P026,Pune DC,20-01-2025,652,0,192,460,0
INV003956,P026,Pune DC,27-01-2025,460,455,0,915,0
INV003957,P026,Pune DC,03-02-2025,915,0,0,915,0
INV003958,P026,Pune DC,10-02-2025,915,0,0,915,0
INV003959,P026,Pune DC,17-02-2025,915,0,0,915,0
INV003960,P026,Pune DC,24-02-2025,915,0,0,915,0
INV003961,P026,Pune DC,03-03-2025,915,0,0,915,0
INV003962,P026,Pune DC,10-03-2025,915,403,122,1196,0
INV003963,P026,Pune DC,17-03-2025,1196,0,126,1070,0
INV003964,P026,Pune DC,24-03-2025,1070,0,247,823,0
INV003965,P026,Pune DC,31-03-2025,823,502,0,1325,0
INV003966,P026,Pune DC,07-04-2025,1325,0,0,1325,0
INV003967,P026,Pune DC,14-04-2025,1325,0,0,1325,0
INV003968,P026,Pune DC,21-04-2025,1325,326,205,1446,0
INV003969,P026,Pune DC,28-04-2025,1446,0,0,1446,0
INV003970,P026,Pune DC,05-05-2025,1446,0,341,1105,0
INV003971,P026,Pune DC,12-05-2025,1105,0,252,853,0
INV003972,P026,Pune DC,19-05-2025,853,0,0,853,0
INV003973,P026,Pune DC,26-05-2025,853,504,171,1186,0
INV003974,P026,Pune DC,02-06-2025,1186,0,346,840,0
INV003975,P026,Pune DC,09-06-2025,840,0,0,840,0
INV003976,P026,Pune DC,16-06-2025,840,437,157,1120,0
INV003977,P026,Pune DC,23-06-2025,1120,0,205,915,0
INV003978,P026,Pune DC,30-06-2025,915,0,298,617,0
INV003979,P026,Pune DC,07-07-2025,617,506,0,1123,0
INV003980,P026,Pune DC,14-07-2025,1123,0,100,1023,0
INV003981,P026,Pune DC,21-07-2025,1023,0,0,1023,0
